Liestal,an,—,—,49i,49i,49i,49i,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,22i,—,—
Liestal,ab,—,—,49i,49i,50i,50i,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,23i,—,—
Basel SBB,an,—,—,0n,0n,1n,1n,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,33i,—,—
IC 61,an/ab,Y,2035,2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014 Q3/4,2014 Q1/2,2013,2012,2011,2009,2008,2005,2002,1982
Basel SBB,ab,—,35i,30i,28i,28i,28i,28i,28i,28i,31i,31i,31i,31i,31i,31i,31i,31i,31i,28i,28i,30i,27i,4n,—
Liestal,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,37i,37i,39i,35i,—,—
Liestal,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,38i,38i,40i,36i,—,—
Olten,an,—,59i,55i,55i,55i,55i,55i,55i,55i,55i,55i,55i,55i,55i,55i,55i,55i,55i,56i,56i,58i,53i,28n,—
Olten,ab,—,1n,58i,58i,58i,58i,58i,58i,57i,57i,57i,57i,57i,59i,59i,59i,59i,59i,59i,0n,0n,55i,31n,—
Bern,an,—,28n,26n,26n,26n,26n,26n,26n,24n,24n,24n,24n,24n,27n,27n,27n,27n,27n,27n,27n,27n,25n,11i,—
Bern,ab,—,36n,34n,34n,34n,34n,34n,34n,34n,34n,34n,34n,34n,34n,34n,34n,34n,34n,34n,35n,35n,39n,26i,—
Thun,an,—,54n,53n,53n,52n,52n,52n,52n,52n,52n,52n,52n,52n,52n,52n,52n,52n,52n,52n,52n,52n,59n,45i,—
Thun,ab,—,56n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,1i,47i,—
Spiez,an,—,5i,4i,3i,3i,3i,3i,3i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,11i,57i,—
Spiez,ab,—,7i,5i,5i,4i,4i,4i,4i,3i,3i,3i,3i,3i,3i,3i,3i,3i,3i,3i,3i,3i,17i,0n,—
Interlaken West,an,—,25i,—,22i,22i,22i,22i,22i,22i,22i,22i,22i,22i,22i,22i,22i,22i,22i,22i,22i,22i,33i,15n,—
Interlaken West,ab,—,25i,—,23i,23i,23i,23i,23i,23i,23i,23i,23i,23i,23i,23i,23i,23i,23i,23i,23i,23i,35i,17n,—
Interlaken Ost,an,—,30i,28i,28i,28i,28i,28i,28i,28i,28i,28i,28i,28i,28i,28i,28i,28i,28i,28i,28i,28i,39i,20n,—
Interlaken Ost,ab,—,30n,29n,29n,30n,30n,30n,30n,30n,30n,30n,30n,30n,30n,30n,30n,30n,30n,30n,31n,31n,21n,40n,—
Interlaken West,an,—,25n,—,33n,33n,33n,33n,33n,33n,33n,33n,33n,33n,33n,33n,33n,33n,33n,33n,34n,34n,24n,43n,—
Interlaken West,ab,—,25n,—,34n,35n,35n,35n,35n,35n,35n,35n,35n,35n,35n,35n,35n,35n,35n,35n,36n,35n,26n,45n,—
Spiez,an,—,52n,49n,53n,52n,52n,52n,52n,52n,52n,52n,52n,52n,52n,52n,52n,52n,52n,52n,52n,52n,43n,0i,—
Spiez,ab,—,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,54n,49n,2i,—
Thun,an,—,3i,3i,3i,3i,3i,3i,3i,3i,3i,3i,3i,3i,3i,3i,3i,3i,3i,3i,3i,3i,59n,12i,—
Thun,ab,—,5i,4i,4i,4i,4i,4i,4i,4i,4i,4i,4i,4i,4i,4i,4i,4i,4i,4i,4i,5i,1i,14i,—
Bern,an,—,24i,25i,25i,24i,24i,24i,24i,23i,23i,23i,23i,23i,23i,23i,23i,23i,23i,23i,23i,23i,21i,33i,—
Bern,ab,—,32i,33i,36i,38i,36i,36i,36i,36i,36i,36i,36i,36i,34i,34i,34i,34i,34i,34i,34i,34i,35i,49i,—
Olten,an,—,58i,0n,3n,3n,3n,3n,3n,3n,3n,2n,2n,2n,0n,0n,0n,0n,0n,0n,0n,0n,4n,29n,—
Olten,ab,—,0n,4n,5n,5n,5n,5n,5n,5n,5n,5n,5n,5n,5n,5n,5n,5n,5n,5n,5n,2n,6n,32n,—
Liestal,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,20n,20n,17n,22n,—,—
Liestal,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,21n,21n,19n,23n,—,—
Basel SBB,an,—,25n,29n,32n,32n,32n,32n,32n,32n,29n,29n,29n,29n,29n,29n,29n,29n,29n,32n,32n,29n,33n,56n,—
split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split
Basel SBB,ab,—,58,58i,58i,56i,56i,56,58,58,59,59,59,59,59,59,59,59,59,1,1,1,0n,—,—
Liestal,an,—,7,8n,8n,6n,6n,6,7,7,8,8,8,8,8,8,8,8,8,—,—,—,—,—,—
Liestal,ab,—,8,8n,8n,7n,7n,7,8,8,9,9,9,9,9,9,9,9,9,—,—,—,—,—,—
Olten,an,—,25,25n,25n,25n,25n,25,25,25,25,25,25,25,25,25,25,25,26,25,26,26,24n,—,—
Olten,ab,—,31,29n,29n,29n,29n,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,26n,—,—
Bern,an,—,58,56n,56n,56n,56n,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56n,—,—
Bern,ab,—,4,4i,4i,4i,4i,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6i,—,—
Thun,an,—,22,23i,23i,23i,23i,23,23,22,22,22,22,21,21,21,21,21,21,21,21,21,26i,—,—
Thun,ab,—,24,24i,24i,24i,24i,24,24,23,23,23,23,23,22,22,22,22,22,22,22,22,27i,—,—
Spiez,an,—,33,34i,34i,33i,33i,33,33,32,32,32,32,32,31,31,31,31,31,31,31,31,38i,—,—
Spiez,ab,—,35,35i,35i,34i,34i,34,34,33,33,33,33,33,33,33,33,33,33,33,33,32,41i,—,—
Interlaken West,an,—,53,53i,53i,51i,51i,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,56i,—,—
Interlaken West,ab,—,53,54i,54i,53i,53i,53,53,53,53,53,53,52,53,52,52,52,52,52,52,52,57i,—,—
Interlaken Ost,an,—,58,59i,59i,58i,58i,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,3n,—,—
Interlaken Ost,ab,—,1,59n,59n,0i,0i,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,56n,—,—
Interlaken West,an,—,5,3i,3i,4i,4i,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,59n,—,—
Interlaken West,ab,—,6,4i,4i,5i,5i,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,2i,—,—
Spiez,an,—,24,22i,23i,22i,22i,22,22,21,21,21,21,21,21,21,21,21,21,21,22,22,19i,—,—
Spiez,ab,—,26,23i,23i,22i,22i,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,22i,—,—
Thun,an,—,35,34i,34i,32i,32i,32,32,32,32,32,32,32,31,31,31,31,31,31,32,32,32i,—,—
Thun,ab,—,37,34i,34i,33i,33i,33,33,33,33,33,33,33,32,32,32,32,32,32,33,34,34i,—,—
Bern,an,—,56,56i,56i,52i,52i,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,54i,—,—
Bern,ab,—,2,4n,4n,4n,4n,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4n,—,—
Olten,an,—,28,30n,30n,30n,30n,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,33n,—,—
Olten,ab,—,35,33n,33n,33n,33n,33,33,33,32,32,32,32,32,32,32,32,32,32,31,31,35n,—,—
Liestal,an,—,51,49n,49n,49n,49n,49,49,49,48,47,47,47,47,47,47,47,47,—,—,—,—,—,—
Liestal,ab,—,51,49n,49n,50n,50n,50,50,50,48,48,48,48,48,48,48,48,48,—,—,—,—,—,—
Basel SBB,an,—,1,0i,0i,1i,1i,1,1,1,59,59,59,59,59,59,59,59,59,57,55,54,59n,—,—
IR 60,an/ab,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,1982
Basel SBB,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,46i
Liestal,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,56i
Liestal,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,57i
Sissach,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,2n
Sissach,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,3n
Olten,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,19n
Olten,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,21n
Langenthal,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,32n
Langenthal,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,33n
Herzogenbuchsee,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,38n
Herzogenbuchsee,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,39n
Burgdorf,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,50n
Burgdorf,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,51n
Bern,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,9i
Bern,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,21i
Thun,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,41i
Thun,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,43i
Spiez,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,52i
Spiez,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,54i
Frutigen,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5n
Frutigen,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7n
Kandersteg,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,23n
Kandersteg,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,25n
Goppenstein,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,36n
Goppenstein,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,37n
Brig,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0i
Brig,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,54i
Goppenstein,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,17n
Goppenstein,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,18n
Kandersteg,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,29n
Kandersteg,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,31n
Frutigen,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,47n
Frutigen,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,48n
Spiez,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,1i
Spiez,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,3i
Thun,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,12i
Thun,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,14i
Bern,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,34i
Bern,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,45i
Burgdorf,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0n
Burgdorf,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,1n
Herzogenbuchsee,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,12n
Herzogenbuchsee,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,13n
Langenthal,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,18n
Langenthal,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,19n
Olten,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,32n
Olten,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,34n
Sissach,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,50n
Sissach,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,51n
Liestal,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,56n
Liestal,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,57n
Basel SBB,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,8i
IR 61,an/ab,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,1982
Bern,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,27i
Thun,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,47i
Thun,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,49i
Spiez,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,58i
Spiez,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0n
Interlaken West,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,15n
Interlaken West,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,17n
Interlaken Ost,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,20n
Interlaken Ost,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,24n
Interlaken West,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,27n
Interlaken West,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,29n
Spiez,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,49n
Spiez,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,56n
Thun,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5i
Thun,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7i
Bern,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,27i
IR 70,an/ab,Y,Y,2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014 Q3/4,2014 Q1/2,2013,2012,2011,2009,2008,2005,2002,1982
Luzern,ab,—,—,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7
Zug,an,—,—,28,28,28,28,28,28,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,26
Zug,ab,—,—,29,29,29,29,29,29,31,31,31,31,31,31,31,31,31,31,31,31,31,32,32,28
Thalwil,an,—,—,—,—,—,—,—,—,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44
Thalwil,ab,—,—,—,—,—,—,—,—,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,45
Zürich HB,an,—,—,51,51,50,50,50,50,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,56
Zürich HB,ab,—,—,8,9,—,9,9,9,—,—,1,1,1,1,1,1,1,1,1,1,1,1,4,13
Zürich Oerlikon,an,—,—,14,15,—,15,15,15,—,—,7,7,7,7,7,7,7,7,7,7,7,7,—,—
Zürich Oerlikon,ab,—,—,15,15,—,16,16,16,—,—,8,8,8,8,8,8,8,8,8,8,8,8,—,—
Zürich Flughafen,an,—,—,21,21,—,21,21,21,—,—,13,13,13,13,13,13,13,13,13,13,13,13,13,23
Zürich Flughafen,ab,—,—,23,23,—,23,23,23,—,—,47,47,47,47,47,47,47,47,47,47,47,47,33,31
Winterthur,an,—,—,36,36,—,36,36,36,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Winterthur,ab,—,—,38,38,—,38,38,38,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Wil SG,an,—,—,55,55,—,55,55,55,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Wil SG,ab,—,—,56,56,—,56,56,56,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Uzwil,an,—,—,3,3,—,3,3,3,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Uzwil,ab,—,—,4,4,—,4,4,4,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Flawil,an,—,—,9,9,—,9,9,9,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Flawil,ab,—,—,9,9,—,9,9,9,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Gossau SG,an,—,—,14,14,—,14,14,14,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Gossau SG,ab,—,—,14,14,—,15,15,15,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
St. Gallen,an,—,—,22,22,—,22,22,22,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
St. Gallen,ab,—,—,25,25,—,25,25,25,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Rorschach,an,—,—,38,38,—,39,39,39,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Rorschach,ab,—,—,39,39,—,39,39,39,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
St. Margrethen SG,an,—,—,46,46,—,47,47,47,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
St. Margrethen SG,ab,—,—,46,46,—,47,47,47,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Heerbrugg,an,—,—,53,53,—,52,52,52,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Heerbrugg,ab,—,—,53,53,—,52,52,52,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Altstätten SG,an,—,—,59,59,—,58,58,59,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Altstätten SG,ab,—,—,59,59,—,—,59,59,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Buchs SG,an,—,—,14,14,—,—,15,15,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Buchs SG,ab,—,—,15,15,—,—,15,15,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Sargans,an,—,—,24,24,—,—,24,24,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Sargans,ab,—,—,—,—,—,—,27,27,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Bad Ragaz,an,—,—,—,—,—,—,32,32,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Bad Ragaz,ab,—,—,—,—,—,—,33,33,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Landquart,an,—,—,—,—,—,—,37,37,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Landquart,ab,—,—,—,—,—,—,38,38,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Chur,an,—,—,—,—,—,—,48,48,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Chur,ab,—,—,—,—,—,—,11,12,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Landquart,an,—,—,—,—,—,—,19,20,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Landquart,ab,—,—,—,—,—,—,21,21,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Bad Ragaz,an,—,—,—,—,—,—,26,26,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Bad Ragaz,ab,—,—,—,—,—,—,26,26,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Sargans,an,—,—,—,—,—,—,32,32,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Sargans,ab,—,—,35,35,—,—,36,36,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Buchs SG,an,—,—,44,44,—,—,45,45,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Buchs SG,ab,—,—,45,45,—,—,45,45,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Altstätten SG,an,—,—,0,0,—,—,0,0,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Altstätten SG,ab,—,—,0,0,—,1,1,1,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Heerbrugg,an,—,—,6,6,—,5,5,6,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Heerbrugg,ab,—,—,6,6,—,6,6,7,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
St. Margrethen SG,an,—,—,13,13,—,13,13,13,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
St. Margrethen SG,ab,—,—,13,13,—,13,13,13,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Rorschach,an,—,—,21,21,—,21,21,21,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Rorschach,ab,—,—,21,21,—,21,21,21,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
St. Gallen,an,—,—,35,35,—,35,35,35,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
St. Gallen,ab,—,—,37,37,—,37,37,37,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Gossau SG,an,—,—,44,44,—,44,44,45,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Gossau SG,ab,—,—,44,44,—,44,44,45,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Flawil,an,—,—,49,49,—,49,49,50,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Flawil,ab,—,—,49,49,—,49,49,50,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Uzwil,an,—,—,55,55,—,54,54,55,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Uzwil,ab,—,—,55,55,—,55,55,56,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Wil SG,an,—,—,3,3,—,3,3,3,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Wil SG,ab,—,—,4,4,—,4,4,4,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Winterthur,an,—,—,22,22,—,22,22,22,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Winterthur,ab,—,—,24,24,—,24,24,24,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich Flughafen,an,—,—,37,36,—,36,36,36,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich Flughafen,ab,—,—,39,38,—,38,38,38,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich Oerlikon,an,—,—,44,43,—,43,43,43,—,—,51,51,51,51,51,51,51,51,51,51,51,51,—,—
Zürich Oerlikon,ab,—,—,45,44,—,44,44,44,—,—,52,52,52,52,52,52,52,52,52,52,52,52,—,—
Zürich HB,an,—,—,52,51,—,51,51,51,—,—,59,59,59,59,59,59,59,59,59,59,59,59,43,41
Zürich HB,ab,—,—,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,58
Thalwil,an,—,—,—,—,—,—,—,—,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,7
Thalwil,ab,—,—,—,—,—,—,—,—,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,8
Zug,an,—,—,31,31,31,31,31,31,27,27,28,28,28,28,28,28,28,28,28,28,28,28,26,24
Zug,ab,—,—,32,32,32,32,32,31,28,28,29,29,29,29,29,29,29,29,29,29,29,30,28,26
Luzern,an,—,—,51,51,51,51,51,51,49,49,49,49,49,49,49,49,49,49,49,49,50,49,49,46
